upper_band,lower_band,severe_ratio,cooldown_ms,move_budget,tau_ms,use_smoothed_load,total_moves,total_load_moved,avg_mm_smooth,worst_mm_smooth,avg_mm_reported,worst_mm_reported,avg_cv_smooth,worst_cv_smooth,avg_cv_reported,worst_cv_reported
1.0300,0.9000,1.5000,60000,0.0050,0,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.5000,60000,0.0050,60000,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.5000,60000,0.0050,30000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.5000,60000,0.0050,300000,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.5000,60000,0.0050,60000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.5000,60000,0.0100,0,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.5000,60000,0.0050,300000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.5000,60000,0.0100,0,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.5000,60000,0.0100,30000,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.5000,60000,0.0100,60000,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.5000,60000,0.0100,30000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.5000,60000,0.0100,300000,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.5000,60000,0.0100,60000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.5000,60000,0.0100,300000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.5000,120000,0.0050,0,true,91,3259.42,1.061856,1.210343,1.196752,1.794315,0.043070,0.122326,0.154427,0.464683
1.0300,0.9000,1.5000,120000,0.0050,30000,true,91,3259.42,1.061856,1.210343,1.196752,1.794315,0.043070,0.122326,0.154427,0.464683
1.0300,0.9000,1.5000,120000,0.0050,0,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.5000,120000,0.0050,60000,true,91,3259.42,1.061856,1.210343,1.196752,1.794315,0.043070,0.122326,0.154427,0.464683
1.0300,0.9000,1.5000,120000,0.0050,30000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.5000,120000,0.0050,300000,true,91,3259.42,1.061856,1.210343,1.196752,1.794315,0.043070,0.122326,0.154427,0.464683
1.0300,0.9000,1.5000,120000,0.0050,60000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,0,0.0050,0,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.5000,120000,0.0050,300000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,0,0.0050,30000,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.7000,0,0.0050,0,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,0,0.0050,60000,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.7000,0,0.0050,30000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,0,0.0050,300000,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.7000,0,0.0100,0,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.7000,0,0.0050,60000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,0,0.0050,300000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,0,0.0100,0,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,0,0.0100,30000,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.7000,0,0.0100,60000,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.7000,0,0.0100,30000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,0,0.0100,300000,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.7000,30000,0.0050,0,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.7000,0,0.0100,60000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,0,0.0100,300000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,30000,0.0050,30000,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.7000,30000,0.0050,0,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,30000,0.0050,60000,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.7000,30000,0.0050,30000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,30000,0.0050,300000,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.7000,30000,0.0050,60000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,30000,0.0100,0,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.7000,30000,0.0050,300000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,30000,0.0100,30000,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.7000,30000,0.0100,0,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,30000,0.0100,60000,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.7000,30000,0.0100,30000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,30000,0.0100,300000,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.7000,30000,0.0100,60000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,30000,0.0100,300000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,60000,0.0050,0,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.7000,60000,0.0050,30000,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.7000,60000,0.0050,0,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,60000,0.0050,60000,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.7000,60000,0.0050,30000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,60000,0.0050,300000,true,112,3513.68,1.066070,1.247921,1.193727,1.727093,0.046480,0.143465,0.148996,0.432326
1.0300,0.9000,1.7000,60000,0.0050,60000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,60000,0.0100,0,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.7000,60000,0.0050,300000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,60000,0.0100,30000,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.7000,60000,0.0100,0,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,60000,0.0100,60000,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.7000,60000,0.0100,30000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,60000,0.0100,300000,true,112,3513.68,1.066070,1.247921,1.193725,1.727093,0.046477,0.143465,0.148992,0.432326
1.0300,0.9000,1.7000,60000,0.0100,60000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,120000,0.0050,0,true,91,3259.42,1.061856,1.210343,1.196752,1.794315,0.043070,0.122326,0.154427,0.464683
1.0300,0.9000,1.7000,120000,0.0050,30000,true,91,3259.42,1.061856,1.210343,1.196752,1.794315,0.043070,0.122326,0.154427,0.464683
1.0300,0.9000,1.7000,60000,0.0100,300000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,120000,0.0050,0,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,120000,0.0050,60000,true,91,3259.42,1.061856,1.210343,1.196752,1.794315,0.043070,0.122326,0.154427,0.464683
1.0300,0.9000,1.7000,120000,0.0050,30000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,120000,0.0050,300000,true,91,3259.42,1.061856,1.210343,1.196752,1.794315,0.043070,0.122326,0.154427,0.464683
1.0300,0.9000,1.7000,120000,0.0100,0,true,91,3259.42,1.061856,1.210343,1.196752,1.794315,0.043070,0.122326,0.154427,0.464683
1.0300,0.9000,1.7000,120000,0.0050,60000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,120000,0.0050,300000,false,2155,108877.60,1.076332,1.338108,1.076332,1.338108,0.053870,0.195633,0.053870,0.195633
1.0300,0.9000,1.7000,120000,0.0100,30000,true,91,3259.42,1.061856,1.210343,1.196752,1.794315,0.043070,0.122326,0.154427,0.464683
1.0300,0.9000,1.7000,120000,0.0100,0,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,120000,0.0100,60000,true,91,3259.42,1.061856,1.210343,1.196752,1.794315,0.043070,0.122326,0.154427,0.464683
1.0300,0.9000,1.7000,120000,0.0100,300000,true,91,3259.42,1.061856,1.210343,1.196752,1.794315,0.043070,0.122326,0.154427,0.464683
1.0300,0.9000,1.7000,120000,0.0100,30000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9000,1.7000,120000,0.0100,60000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9500,1.3000,0,0.0050,0,true,361,5912.38,1.034849,1.293703,1.141719,1.896431,0.025647,0.172867,0.115611,0.518832
1.0300,0.9000,1.7000,120000,0.0100,300000,false,2155,108877.60,1.076323,1.338108,1.076323,1.338108,0.053863,0.195633,0.053863,0.195633
1.0300,0.9500,1.3000,0,0.0050,30000,true,361,5912.38,1.034849,1.293703,1.141719,1.896431,0.025647,0.172867,0.115611,0.518832
1.0300,0.9500,1.3000,0,0.0050,0,false,3674,134916.80,1.046601,1.343720,1.046601,1.343720,0.032975,0.216025,0.032975,0.216025
1.0300,0.9500,1.3000,0,0.0050,60000,true,361,5912.38,1.034849,1.293703,1.141719,1.896431,0.025647,0.172867,0.115611,0.518832
1.0300,0.9500,1.3000,0,0.0050,30000,false,3568,131849.80,1.049883,1.336824,1.049883,1.336824,0.034965,0.203059,0.034965,0.203059
1.0300,0.9500,1.3000,0,0.0050,300000,true,361,5912.38,1.034849,1.293703,1.141719,1.896431,0.025647,0.172867,0.115611,0.518832
1.0300,0.9500,1.3000,0,0.0050,60000,false,3558,129934.00,1.047066,1.378538,1.047066,1.378538,0.033403,0.222437,0.033403,0.222437
1.0300,0.9500,1.3000,0,0.0100,0,true,361,5912.38,1.034846,1.293703,1.141716,1.896431,0.025644,0.172867,0.115609,0.518832
1.0300,0.9500,1.3000,0,0.0050,300000,false,3558,129910.70,1.047005,1.378538,1.047005,1.378538,0.033366,0.222437,0.033366,0.222437
1.0300,0.9500,1.3000,0,0.0100,30000,true,361,5912.38,1.034846,1.293703,1.141716,1.896431,0.025644,0.172867,0.115609,0.518832
1.0300,0.9500,1.3000,0,0.0100,0,false,3548,135446.10,1.045959,1.288551,1.045959,1.288551,0.032540,0.171840,0.032540,0.171840
1.0300,0.9500,1.3000,0,0.0100,60000,true,361,5912.38,1.034846,1.293703,1.141716,1.896431,0.025644,0.172867,0.115609,0.518832
1.0300,0.9500,1.3000,0,0.0100,30000,false,3548,135446.10,1.045959,1.288551,1.045959,1.288551,0.032540,0.171840,0.032540,0.171840
1.0300,0.9500,1.3000,0,0.0100,300000,true,361,5912.38,1.034846,1.293703,1.141716,1.896431,0.025644,0.172867,0.115609,0.518832
1.0300,0.9500,1.3000,30000,0.0050,0,true,409,7304.87,1.036123,1.266496,1.147677,1.632455,0.026569,0.170610,0.118664,0.372695
1.0300,0.9500,1.3000,0,0.0100,60000,false,3635,133851.00,1.045757,1.332737,1.045757,1.332737,0.032429,0.198805,0.032429,0.198805
1.0300,0.9500,1.3000,0,0.0100,300000,false,3635,133851.00,1.045757,1.332737,1.045757,1.332737,0.032429,0.198805,0.032429,0.198805
1.0300,0.9500,1.3000,30000,0.0050,30000,true,409,7304.87,1.036123,1.266496,1.147677,1.632455,0.026569,0.170610,0.118664,0.372695
1.0300,0.9500,1.3000,30000,0.0050,60000,true,409,7304.87,1.036123,1.266496,1.147677,1.632455,0.026569,0.170610,0.118664,0.372695
1.0300,0.9500,1.3000,30000,0.0050,0,false,3659,134222.30,1.044700,1.343720,1.044700,1.343720,0.031912,0.216025,0.031912,0.216025
1.0300,0.9500,1.3000,30000,0.0050,30000,false,3528,130556.70,1.051896,1.336824,1.051896,1.336824,0.036156,0.203059,0.036156,0.203059
1.0300,0.9500,1.3000,30000,0.0050,300000,true,409,7304.87,1.036123,1.266496,1.147677,1.632455,0.026569,0.170610,0.118664,0.372695
1.0300,0.9500,1.3000,30000,0.0050,60000,false,3535,132771.70,1.049137,1.378538,1.049137,1.378538,0.034370,0.221876,0.034370,0.221876
1.0300,0.9500,1.3000,30000,0.0100,0,true,409,7304.87,1.036119,1.266496,1.147675,1.632455,0.026565,0.170610,0.118661,0.372695
1.0300,0.9500,1.3000,30000,0.0050,300000,false,3514,133728.90,1.043832,1.381573,1.043832,1.381573,0.031522,0.221240,0.031522,0.221240
1.0300,0.9500,1.3000,30000,0.0100,30000,true,409,7304.87,1.036119,1.266496,1.147675,1.632455,0.026565,0.170610,0.118661,0.372695
1.0300,0.9500,1.3000,30000,0.0100,0,false,3528,130611.40,1.048667,1.307244,1.048667,1.307244,0.034306,0.182214,0.034306,0.182214
1.0300,0.9500,1.3000,30000,0.0100,60000,true,409,7304.87,1.036119,1.266496,1.147675,1.632455,0.026565,0.170610,0.118661,0.372695
1.0300,0.9500,1.3000,30000,0.0100,30000,false,3651,135686.10,1.046478,1.291543,1.046478,1.291543,0.032876,0.176862,0.032876,0.176862
1.0300,0.9500,1.3000,30000,0.0100,300000,true,409,7304.87,1.036119,1.266496,1.147675,1.632455,0.026565,0.170610,0.118661,0.372695
1.0300,0.9500,1.3000,60000,0.0050,0,true,400,6817.25,1.037935,1.266496,1.150554,1.778175,0.027704,0.170610,0.119574,0.456072
1.0300,0.9500,1.3000,30000,0.0100,60000,false,3518,134357.00,1.045895,1.287451,1.045895,1.287451,0.032596,0.175145,0.032596,0.175145
1.0300,0.9500,1.3000,30000,0.0100,300000,false,3647,136122.40,1.045683,1.291543,1.045683,1.291543,0.032408,0.176862,0.032408,0.176862
1.0300,0.9500,1.3000,60000,0.0050,30000,true,400,6817.25,1.037935,1.266496,1.150554,1.778175,0.027704,0.170610,0.119574,0.456072
1.0300,0.9500,1.3000,60000,0.0050,60000,true,400,6817.25,1.037935,1.266496,1.150554,1.778175,0.027704,0.170610,0.119574,0.456072
1.0300,0.9500,1.3000,60000,0.0050,30000,false,3560,133135.20,1.046695,1.356491,1.046695,1.356491,0.032930,0.213435,0.032930,0.213435
1.0300,0.9500,1.3000,60000,0.0050,0,false,3642,133860.00,1.047963,1.336824,1.047963,1.336824,0.033876,0.203059,0.033876,0.203059
1.0300,0.9500,1.3000,60000,0.0050,300000,true,400,6817.25,1.037935,1.266496,1.150554,1.778175,0.027704,0.170610,0.119574,0.456072
1.0300,0.9500,1.3000,60000,0.0050,60000,false,3590,131816.60,1.047334,1.336824,1.047334,1.336824,0.033425,0.203059,0.033425,0.203059
1.0300,0.9500,1.3000,60000,0.0100,0,true,400,6817.25,1.037932,1.266496,1.150551,1.778175,0.027701,0.170610,0.119571,0.456072
1.0300,0.9500,1.3000,60000,0.0050,300000,false,3642,133860.00,1.047963,1.336824,1.047963,1.336824,0.033876,0.203059,0.033876,0.203059
1.0300,0.9500,1.3000,60000,0.0100,0,false,3602,136432.20,1.044132,1.271511,1.044132,1.271511,0.031683,0.167202,0.031683,0.167202
1.0300,0.9500,1.3000,60000,0.0100,30000,true,400,6817.25,1.037932,1.266496,1.150551,1.778175,0.027701,0.170610,0.119571,0.456072
1.0300,0.9500,1.3000,60000,0.0100,60000,true,400,6817.25,1.037932,1.266496,1.150551,1.778175,0.027701,0.170610,0.119571,0.456072
1.0300,0.9500,1.3000,60000,0.0100,30000,false,3548,135446.40,1.045965,1.288551,1.045965,1.288551,0.032543,0.171840,0.032543,0.171840
1.0300,0.9500,1.3000,60000,0.0100,300000,true,400,6817.25,1.037932,1.266496,1.150551,1.778175,0.027701,0.170610,0.119571,0.456072
1.0300,0.9500,1.3000,60000,0.0100,60000,false,3583,131955.20,1.044612,1.288296,1.044612,1.288296,0.031861,0.170290,0.031861,0.170290
1.0300,0.9500,1.3000,120000,0.0050,0,true,447,7445.21,1.033956,1.266496,1.146103,1.618693,0.025272,0.170610,0.116707,0.362056
1.0300,0.9500,1.3000,120000,0.0050,30000,true,447,7445.21,1.033956,1.266496,1.146103,1.618693,0.025272,0.170610,0.116707,0.362056
1.0300,0.9500,1.3000,60000,0.0100,300000,false,3652,137422.20,1.040976,1.248035,1.040976,1.248035,0.029812,0.151628,0.029812,0.151628
1.0300,0.9500,1.3000,120000,0.0050,0,false,3606,135451.00,1.044188,1.255772,1.044188,1.255772,0.031550,0.160608,0.031550,0.160608
1.0300,0.9500,1.3000,120000,0.0050,60000,true,447,7445.21,1.033956,1.266496,1.146103,1.618693,0.025272,0.170610,0.116707,0.362056
1.0300,0.9500,1.3000,120000,0.0050,300000,true,447,7445.21,1.033956,1.266496,1.146103,1.618693,0.025272,0.170610,0.116707,0.362056
1.0300,0.9500,1.3000,120000,0.0050,30000,false,3494,127078.80,1.048778,1.299534,1.048778,1.299534,0.034434,0.187364,0.034434,0.187364
1.0300,0.9500,1.3000,120000,0.0050,60000,false,3603,136002.10,1.043148,1.313582,1.043148,1.313582,0.031056,0.189435,0.031056,0.189435
1.0300,0.9500,1.3000,120000,0.0100,0,true,447,7445.21,1.033952,1.266496,1.146095,1.618693,0.025267,0.170610,0.116701,0.362056
1.0300,0.9500,1.3000,120000,0.0050,300000,false,3559,130597.10,1.047129,1.378538,1.047129,1.378538,0.033484,0.223436,0.033484,0.223436
1.0300,0.9500,1.3000,120000,0.0100,30000,true,447,7445.21,1.033952,1.266496,1.146095,1.618693,0.025267,0.170610,0.116701,0.362056
1.0300,0.9500,1.3000,120000,0.0100,0,false,3528,133375.20,1.046346,1.295049,1.046346,1.295049,0.032791,0.175601,0.032791,0.175601
1.0300,0.9500,1.3000,120000,0.0100,60000,true,447,7445.21,1.033952,1.266496,1.146095,1.618693,0.025267,0.170610,0.116701,0.362056
1.0300,0.9500,1.3000,120000,0.0100,300000,true,447,7445.21,1.033952,1.266496,1.146095,1.618693,0.025267,0.170610,0.116701,0.362056
1.0300,0.9500,1.3000,120000,0.0100,30000,false,3635,133851.00,1.045757,1.332737,1.045757,1.332737,0.032429,0.198805,0.032429,0.198805
1.0300,0.9500,1.3000,120000,0.0100,60000,false,3548,135446.10,1.045959,1.288551,1.045959,1.288551,0.032540,0.171840,0.032540,0.171840
1.0300,0.9500,1.5000,0,0.0050,0,true,361,5912.38,1.034849,1.293703,1.141719,1.896431,0.025647,0.172867,0.115611,0.518832
1.0300,0.9500,1.5000,0,0.0050,30000,true,361,5912.38,1.034849,1.293703,1.141719,1.896431,0.025647,0.172867,0.115611,0.518832
1.0300,0.9500,1.3000,120000,0.0100,300000,false,3645,136541.40,1.042984,1.268928,1.042984,1.268928,0.030744,0.163602,0.030744,0.163602
1.0300,0.9500,1.5000,0,0.0050,60000,true,361,5912.38,1.034849,1.293703,1.141719,1.896431,0.025647,0.172867,0.115611,0.518832
1.0300,0.9500,1.5000,0,0.0050,0,false,3559,130597.10,1.047129,1.378538,1.047129,1.378538,0.033484,0.223436,0.033484,0.223436
1.0300,0.9500,1.5000,0,0.0050,30000,false,3481,135375.50,1.045252,1.313582,1.045252,1.313582,0.032175,0.189435,0.032175,0.189435
1.0300,0.9500,1.5000,0,0.0050,300000,true,361,5912.38,1.034849,1.293703,1.141719,1.896431,0.025647,0.172867,0.115611,0.518832
1.0300,0.9500,1.5000,30000,0.0050,0,true,409,7304.87,1.036123,1.266496,1.147677,1.632455,0.026569,0.170610,0.118664,0.372695
1.0300,0.9500,1.5000,0,0.0050,60000,false,3551,136542.90,1.043243,1.378538,1.043243,1.378538,0.031017,0.221056,0.031017,0.221056
1.0300,0.9500,1.5000,0,0.0050,300000,false,3493,133938.10,1.045611,1.271511,1.045611,1.271511,0.032390,0.163018,0.032390,0.163018
1.0300,0.9500,1.5000,30000,0.0050,30000,true,409,7304.87,1.036123,1.266496,1.147677,1.632455,0.026569,0.170610,0.118664,0.372695
1.0300,0.9500,1.5000,30000,0.0050,0,false,3558,129910.70,1.047005,1.378538,1.047005,1.378538,0.033366,0.222437,0.033366,0.222437
1.0300,0.9500,1.5000,30000,0.0050,30000,false,3522,130528.70,1.047071,1.390460,1.047071,1.390460,0.033202,0.226107,0.033202,0.226107
1.0300,0.9500,1.5000,30000,0.0050,60000,true,409,7304.87,1.036123,1.266496,1.147677,1.632455,0.026569,0.170610,0.118664,0.372695
1.0300,0.9500,1.5000,30000,0.0050,300000,true,409,7304.87,1.036123,1.266496,1.147677,1.632455,0.026569,0.170610,0.118664,0.372695
1.0300,0.9500,1.5000,60000,0.0050,0,true,400,6817.25,1.037935,1.266496,1.150554,1.778175,0.027704,0.170610,0.119574,0.456072
1.0300,0.9500,1.5000,30000,0.0050,60000,false,3618,136762.80,1.043788,1.287451,1.043788,1.287451,0.031414,0.192260,0.031414,0.192260
1.0300,0.9500,1.5000,30000,0.0050,300000,false,3584,133001.40,1.047163,1.356491,1.047163,1.356491,0.033279,0.213435,0.033279,0.213435
1.0300,0.9500,1.5000,60000,0.0050,30000,true,400,6817.25,1.037935,1.266496,1.150554,1.778175,0.027704,0.170610,0.119574,0.456072
1.0300,0.9500,1.5000,60000,0.0050,60000,true,400,6817.25,1.037935,1.266496,1.150554,1.778175,0.027704,0.170610,0.119574,0.456072
1.0300,0.9500,1.5000,60000,0.0050,0,false,3502,135503.00,1.045203,1.287451,1.045203,1.287451,0.032112,0.179935,0.032112,0.179935
1.0300,0.9500,1.5000,60000,0.0050,300000,true,400,6817.25,1.037935,1.266496,1.150554,1.778175,0.027704,0.170610,0.119574,0.456072
1.0300,0.9500,1.5000,60000,0.0050,30000,false,3590,132666.50,1.047261,1.310772,1.047261,1.310772,0.033700,0.191504,0.033700,0.191504
1.0300,0.9500,1.5000,60000,0.0050,60000,false,3610,135847.90,1.042476,1.313582,1.042476,1.313582,0.030514,0.189435,0.030514,0.189435
1.0300,0.9500,1.5000,60000,0.0050,300000,false,3513,134468.10,1.046104,1.270133,1.046104,1.270133,0.032782,0.165350,0.032782,0.165350
1.0300,0.9500,1.5000,60000,0.0100,0,true,400,6817.25,1.037932,1.266496,1.150551,1.778175,0.027701,0.170610,0.119571,0.456072
1.0300,0.9500,1.5000,60000,0.0100,30000,true,400,6817.25,1.037932,1.266496,1.150551,1.778175,0.027701,0.170610,0.119571,0.456072
1.0300,0.9500,1.5000,60000,0.0100,0,false,3548,135446.10,1.045959,1.288551,1.045959,1.288551,0.032540,0.171840,0.032540,0.171840
1.0300,0.9500,1.5000,60000,0.0100,60000,true,400,6817.25,1.037932,1.266496,1.150551,1.778175,0.027701,0.170610,0.119571,0.456072
1.0300,0.9500,1.5000,60000,0.0100,30000,false,3524,134441.60,1.045106,1.288551,1.045106,1.288551,0.032089,0.171840,0.032089,0.171840
1.0300,0.9500,1.5000,60000,0.0100,60000,false,3590,129660.00,1.047120,1.271028,1.047120,1.271028,0.033508,0.157051,0.033508,0.157051
1.0300,0.9500,1.5000,60000,0.0100,300000,true,400,6817.25,1.037932,1.266496,1.150551,1.778175,0.027701,0.170610,0.119571,0.456072
1.0300,0.9500,1.5000,120000,0.0050,0,true,447,7445.21,1.033956,1.266496,1.146103,1.618693,0.025272,0.170610,0.116707,0.362056
1.0300,0.9500,1.5000,120000,0.0050,30000,true,447,7445.21,1.033956,1.266496,1.146103,1.618693,0.025272,0.170610,0.116707,0.362056
1.0300,0.9500,1.5000,60000,0.0100,300000,false,3611,135723.40,1.044293,1.270133,1.044293,1.270133,0.031519,0.166049,0.031519,0.166049
